tarih1,ilce,bildirimsiz_sum,bildirimli_sum,t_2m:C,effective_cloud_cover:p,global_rad:W,relative_humidity_2m:p,wind_dir_10m:d,wind_speed_10m:ms,prob_precip_1h:p,t_apparent:C,Tatil
01-05,izmir-urla,5.25,0.25,12.475000000000001,35.15,0.0,87.925,133.1,5.25,11.775,11.8,0.0
01-05,manisa-ahmetli,1.5,0.0,7.25,41.875,0.0,80.425,159.125,1.4500000000000002,1.0,6.55,0.0
01-05,manisa-akhisar,7.5,0.25,8.55,47.824999999999996,0.0,83.075,84.6,1.775,1.0,8.025,0.0
01-05,manisa-alasehir,6.5,0.25,9.525,46.25,0.0,79.825,226.475,1.2,1.0,9.675,0.0
01-05,manisa-demirci,1.3333333333333333,0.0,2.8666666666666667,40.13333333333333,0.0,84.0,89.5,2.1333333333333333,1.0,0.7999999999999998,0.0
01-05,manisa-golmarmara,1.5,0.0,6.5,29.700000000000003,0.0,79.45,63.95,1.0,1.0,6.35,0.0
01-05,manisa-gordes,2.0,0.0,4.966666666666666,34.766666666666666,0.0,90.53333333333335,105.89999999999999,1.5999999999999999,1.0,4.033333333333333,0.0
01-05,manisa-kirkagac,3.5,0.0,9.75,32.75,0.0,90.19999999999999,193.2,1.5499999999999998,1.0,9.3,0.0
01-05,manisa-koprubasi,0.5,0.5,8.6,9.399999999999999,0.0,88.15,173.8,1.1,1.0,8.75,0.0
01-05,manisa-kula,2.25,0.0,7.2,42.25,0.0,76.725,142.89999999999998,2.0,3.05,6.725,0.0
01-05,manisa-salihli,5.0,0.5,10.175,39.425,0.0,74.675,148.45,1.375,1.0,10.2,0.0
01-05,manisa-sarigol,2.75,0.0,9.45,44.075,0.0,77.65,155.475,1.225,1.0,9.6,0.0
01-05,manisa-saruhanli,4.25,0.25,8.825,47.475,0.0,85.75,145.55,1.1500000000000001,1.0,8.425,0.0
01-05,manisa-sehzadeler,7.25,0.0,9.325,53.325,0.0,91.775,181.625,1.3250000000000002,1.0,9.35,0.0
01-05,manisa-selendi,2.25,0.0,6.7,49.125,0.0,85.85,121.6,2.075,1.0,5.475,0.0
01-05,manisa-soma,2.25,0.0,9.850000000000001,53.45,0.0,86.625,125.07499999999999,2.15,1.0,9.3,0.0
01-05,manisa-turgutlu,4.25,0.0,9.425,61.65,0.0,85.1,149.0,1.875,1.0,9.025,0.0
01-05,manisa-yunusemre,5.0,0.75,9.45,53.575,0.0,92.125,181.975,1.35,1.0,9.475000000000001,0.0
01-06,izmir-aliaga,5.25,0.5,11.975,43.575,0.0,82.1,143.975,3.375,1.0,11.85,0.0
01-06,izmir-balcova,2.0,0.0,13.75,48.400000000000006,0.0,80.8,153.64999999999998,3.65,1.0,13.6,0.0
01-06,izmir-bayindir,6.25,0.5,11.05,27.175,0.0,81.375,68.275,1.225,1.0,11.1,0.0
01-06,izmir-bayrakli,6.5,0.75,11.225,31.499999999999996,0.0,83.7,109.5,2.125,1.0,11.3,0.0
01-06,izmir-bergama,5.5,1.5,9.9,50.175,0.0,83.525,216.45000000000002,1.4,1.0,9.775,0.0
01-06,izmir-beydag,1.0,0.0,10.15,53.9,0.0,92.45,140.45,0.8,1.0,10.3,0.0
01-06,izmir-bornova,9.25,4.25,10.649999999999999,29.475,0.0,84.35,109.6,1.975,1.0,10.7,0.0
01-06,izmir-buca,6.5,0.75,10.25,35.75,0.0,83.65,106.1,2.2750000000000004,1.0,9.875,0.0
01-06,izmir-cesme,7.75,2.0,14.674999999999999,42.65,0.0,71.95,141.6,4.6,1.0,14.1,0.0
01-06,izmir-cigli,2.75,0.0,11.625,24.65,0.0,84.4,126.625,2.6500000000000004,1.0,11.475,0.0
01-06,izmir-dikili,5.75,0.5,11.75,39.8,0.0,87.375,103.05000000000001,2.775,1.0,11.775,0.0
01-06,izmir-foca,4.25,0.25,12.6,31.375,0.0,86.05,143.675,4.125,1.0,12.35,0.0
01-06,izmir-gaziemir,1.0,1.3333333333333333,9.7,49.63333333333333,0.0,88.3,215.16666666666666,2.3000000000000003,1.0,9.533333333333333,0.0
01-06,izmir-guzelbahce,1.0,0.5,13.95,58.849999999999994,0.0,82.35,169.8,4.45,1.0,13.85,0.0
01-06,izmir-karabaglar,4.5,0.25,10.875,37.9,0.0,83.65,116.8,2.35,1.0,10.875,0.0
01-06,izmir-karaburun,4.25,0.5,13.5,27.025000000000002,0.0,83.1,207.175,3.0250000000000004,1.0,13.525,0.0
01-06,izmir-karsiyaka,5.25,1.25,11.7,34.6,0.0,82.85,116.725,2.3249999999999997,1.0,11.725,0.0
01-06,izmir-kemalpasa,7.25,0.25,10.95,30.2,0.0,81.55,221.525,1.5,1.0,10.975,0.0
01-06,izmir-kinik,1.5,0.0,12.05,49.4,0.0,80.0,184.10000000000002,1.2000000000000002,1.0,12.3,0.0
01-06,izmir-kiraz,2.5,0.5,8.75,25.125,0.0,83.17500000000001,104.325,0.95,1.0,8.725000000000001,0.0
01-06,izmir-konak,9.0,1.25,11.8,36.725,0.0,83.425,117.82499999999999,2.35,1.0,11.85,0.0
01-06,izmir-menderes,7.0,1.0,9.825,42.25,0.0,86.725,198.875,1.725,1.0,9.6,0.0
01-06,izmir-menemen,7.75,1.25,10.125,29.9,0.0,87.6,103.25,2.0500000000000003,1.0,9.925,0.0
01-06,izmir-narlidere,4.5,0.5,14.3,43.55,0.0,80.1,159.05,4.0,1.0,14.100000000000001,0.0
01-06,izmir-odemis,8.0,2.0,10.175,22.975,0.0,72.625,44.85,1.375,1.0,10.2,0.0
01-06,izmir-seferihisar,4.75,0.5,12.225,40.725,0.0,84.675,110.675,2.925,1.0,12.075,0.0
01-06,izmir-selcuk,1.25,0.0,10.075,27.875,0.0,94.4,99.25,1.4,1.0,10.225,0.0
01-06,izmir-tire,6.25,1.0,10.15,28.075,0.0,83.6,141.475,1.125,1.0,10.175,0.0
01-06,izmir-torbali,9.25,1.25,9.05,20.825,0.0,88.57499999999999,77.3,1.25,1.0,9.0,0.0
01-06,izmir-urla,7.75,1.0,11.55,36.025,0.0,85.0,132.65,2.9,1.0,11.45,0.0
01-06,manisa-ahmetli,1.3333333333333333,0.0,6.966666666666666,19.433333333333334,0.0,90.43333333333334,168.1,1.9666666666666668,1.0,5.8,0.0
01-06,manisa-akhisar,10.0,2.0,8.25,30.1,0.0,86.65,84.25,1.075,1.0,8.275,0.0
01-06,manisa-alasehir,8.0,0.75,8.55,18.5,0.0,86.35,190.05,1.025,1.0,8.575,0.0
01-06,manisa-demirci,3.5,0.25,5.1,24.15,0.0,85.2,127.075,1.35,1.0,4.675,0.0
01-06,manisa-golmarmara,1.25,0.25,9.425,36.125,0.0,85.0,98.125,1.325,1.0,9.274999999999999,0.0
01-06,manisa-gordes,2.5,0.5,5.775,36.6,0.0,83.825,226.42499999999998,0.65,1.0,5.775,0.0
01-06,manisa-kirkagac,2.0,1.3333333333333333,8.166666666666666,17.833333333333332,0.0,96.2,220.5,1.2333333333333334,1.0,8.200000000000001,0.0
01-06,manisa-koprubasi,2.0,1.25,8.725,12.525,0.0,91.025,150.8,0.925,1.0,8.549999999999999,0.0
01-06,manisa-kula,5.75,0.5,6.725,16.75,0.0,79.85,185.875,2.05,1.0,5.449999999999999,0.0
01-06,manisa-salihli,10.75,0.5,9.95,15.5,0.0,78.1,150.175,0.825,1.0,10.0,0.0
01-06,manisa-sarigol,1.75,0.75,8.275,31.7,0.0,90.875,137.325,1.0,1.0,8.3,0.0
01-06,manisa-saruhanli,3.0,0.25,8.1,18.575000000000003,0.0,86.45,140.825,1.025,1.0,8.15,0.0
01-06,manisa-sehzadeler,6.5,0.5,9.649999999999999,28.5,0.0,81.7,197.1,1.1,1.0,9.774999999999999,0.0
01-06,manisa-selendi,3.75,0.5,6.475,16.35,0.0,91.45,79.6,1.625,1.0,5.675,0.0
01-06,manisa-soma,1.75,3.75,8.05,25.925,0.0,97.55,120.425,1.025,1.0,7.9750000000000005,0.0
01-06,manisa-turgutlu,6.0,1.0,9.7,20.0,0.0,83.125,167.575,1.325,1.0,9.55,0.0
01-06,manisa-yunusemre,16.0,1.5,9.875,28.9,0.0,81.4,197.85000000000002,1.1,1.0,10.025,0.0
01-07,izmir-aliaga,11.0,0.5,12.55,42.900000000000006,0.0,82.1,134.6,3.875,1.0,12.025,0.0
01-07,izmir-balcova,3.6666666666666665,1.0,13.5,67.73333333333333,0.0,82.56666666666666,143.20000000000002,3.9,1.0,13.366666666666667,0.0
01-07,izmir-bayindir,4.0,1.5,11.0,53.5,0.0,77.05000000000001,53.2,1.575,1.0,10.8,0.0
01-07,izmir-bayrakli,4.5,1.0,12.45,46.775,0.0,81.0,113.775,3.0,1.0,11.899999999999999,0.0
01-07,izmir-bergama,7.5,0.75,10.025,33.15,0.0,84.7,191.275,1.175,1.0,9.9,0.0
01-07,izmir-beydag,4.333333333333333,0.6666666666666666,11.133333333333333,65.16666666666667,0.0,79.86666666666666,128.96666666666667,1.4333333333333333,1.0,11.133333333333333,0.0
01-07,izmir-bornova,10.75,0.25,11.774999999999999,46.575,0.0,82.375,116.17500000000001,2.875,1.0,11.15,0.0
01-07,izmir-buca,7.5,0.75,11.275,48.35,0.0,82.175,107.475,2.925,1.0,10.775,0.0
01-07,izmir-cesme,18.0,0.25,14.675,44.325,0.0,78.0,140.425,7.025,1.0,14.025,0.0
01-07,izmir-cigli,5.25,0.0,12.4,44.85,0.0,82.07499999999999,124.5,3.6,1.0,11.95,0.0
01-07,izmir-dikili,8.0,0.25,12.950000000000001,50.85,0.0,82.7,124.875,3.65,1.0,12.375,0.0
01-07,izmir-foca,6.5,0.25,13.4,44.525,0.0,85.875,132.525,5.7,1.0,13.2,0.0
01-07,izmir-gaziemir,5.5,1.0,10.55,53.05,0.0,87.55000000000001,148.1,1.95,1.0,10.35,0.0
01-07,izmir-guzelbahce,3.25,0.75,13.2,51.724999999999994,0.0,84.25,129.375,4.5,1.0,13.075,0.0
01-07,izmir-karabaglar,7.5,0.5,11.8,49.375,0.0,82.175,108.625,2.875,1.0,11.6,0.0
01-07,izmir-karaburun,7.25,0.0,13.85,40.675,0.0,86.325,135.475,4.2,1.0,13.875,0.0
01-07,izmir-karsiyaka,7.75,0.25,12.75,47.25,0.0,80.35,114.925,3.125,1.0,12.375,0.0
01-07,izmir-kemalpasa,12.5,1.5,10.775,48.575,0.0,87.225,143.675,2.0999999999999996,1.0,10.4,0.0
01-07,izmir-kinik,3.25,0.25,9.95,29.125,0.0,83.925,132.1,1.525,1.0,9.55,0.0
01-07,izmir-kiraz,10.25,0.0,9.075,45.1,0.0,83.07499999999999,81.475,1.6,1.0,8.600000000000001,0.0
01-07,izmir-konak,10.5,0.75,12.775,48.7,0.0,81.475,112.0,2.95,1.0,12.625,0.0
01-07,izmir-menderes,19.5,0.25,10.625,50.675,0.0,87.925,199.9,2.65,1.0,10.275,0.0
01-07,izmir-menemen,12.75,1.25,11.775,42.725,0.0,82.625,116.77499999999999,2.8,1.0,11.175,0.0
01-07,izmir-narlidere,1.6666666666666667,0.0,13.9,68.2,0.0,84.03333333333335,145.79999999999998,4.233333333333333,1.0,13.799999999999999,0.0
01-07,izmir-odemis,23.25,1.0,9.549999999999999,50.575,0.0,72.325,51.0,1.95,1.0,8.975,0.0
01-07,izmir-seferihisar,9.5,0.5,13.5,48.925,0.0,85.2,109.6,5.45,1.0,13.325,0.0
01-07,izmir-selcuk,3.5,0.25,11.45,56.75,0.0,84.375,107.47500000000001,2.525,1.0,11.125,0.0
01-07,izmir-tire,17.0,1.0,10.7,59.35,0.0,80.35,120.95,1.45,1.0,10.575,0.0
01-07,izmir-torbali,11.25,0.25,10.6,50.525,0.0,81.875,167.975,2.025,1.0,10.25,0.0
01-07,izmir-urla,11.75,1.0,12.65,53.025,0.0,86.125,125.15,4.875,1.0,12.55,0.0
01-07,manisa-ahmetli,1.75,0.0,6.625,22.55,0.0,86.475,146.225,1.625,1.0,5.675,0.0
01-07,manisa-akhisar,12.25,0.25,7.225,38.425,0.0,87.525,88.05,1.175,1.0,7.35,0.0
01-07,manisa-alasehir,12.25,0.75,9.175,33.625,0.0,83.275,177.65,1.3250000000000002,1.0,9.15,0.0
01-07,manisa-demirci,2.5,0.0,5.2,15.6,0.0,78.5,123.65,2.3,1.0,3.45,0.0
01-07,manisa-golmarmara,1.5,1.0,10.45,57.8,0.0,76.19999999999999,99.5,2.25,1.0,10.2,0.0
01-07,manisa-gordes,2.5,0.25,5.525,32.675,0.0,85.075,66.05,1.775,1.0,4.575,0.0
01-07,manisa-kirkagac,7.0,1.0,10.433333333333334,43.800000000000004,0.0,81.63333333333333,165.26666666666668,1.4666666666666668,1.0,10.5,0.0
01-07,manisa-koprubasi,3.0,0.25,8.175,55.4,0.0,94.8,100.6,1.375,1.0,8.0,0.0
01-07,manisa-kula,6.25,0.25,7.050000000000001,22.525,0.0,79.05,125.77499999999999,2.15,1.0,5.975,0.0
01-07,manisa-salihli,13.25,0.5,10.325,39.625,0.0,71.15,150.95,1.4,1.0,10.125,0.0
01-07,manisa-sarigol,9.25,0.25,8.125,27.0,0.0,88.57499999999999,148.375,1.325,1.0,8.15,0.0
01-07,manisa-saruhanli,7.5,0.5,8.675,58.400000000000006,0.0,86.025,130.475,1.075,1.0,8.7,0.0
01-07,manisa-sehzadeler,12.75,0.25,10.75,48.025,0.0,86.275,181.65,0.875,1.0,10.925,0.0
01-07,manisa-selendi,3.0,0.5,5.550000000000001,16.025,0.0,92.325,75.75,1.85,1.0,4.25,0.0
01-07,manisa-soma,6.5,1.0,9.2,26.275,0.0,90.0,126.0,1.375,1.0,8.825,0.0
01-07,manisa-turgutlu,12.5,0.25,8.95,47.775000000000006,0.0,82.125,140.325,1.625,1.0,8.325,0.0
01-07,manisa-yunusemre,15.75,1.75,10.975,47.375,0.0,86.0,181.275,0.8,1.0,11.15,0.0
01-08,izmir-aliaga,4.5,0.5,12.275,48.025,0.0,76.35,125.525,4.325,1.0,11.375,0.0
01-08,izmir-balcova,2.5,0.0,12.15,43.9,0.0,91.3,140.25,3.25,1.0,12.25,0.0
01-08,izmir-bayindir,8.0,0.25,10.0,48.575,0.0,86.8,37.55,1.625,1.0,9.75,0.0
01-08,izmir-bayrakli,6.0,0.5,10.9,32.925,0.0,87.175,108.85,2.55,1.0,10.625,0.0
01-08,izmir-bergama,6.0,0.25,9.6,59.05,0.0,84.125,130.325,1.65,1.0,9.3,0.0
01-08,izmir-beydag,2.6666666666666665,0.0,11.0,71.03333333333333,0.0,93.76666666666667,136.6,1.0999999999999999,1.0,11.200000000000001,0.0
01-08,izmir-bornova,12.25,2.5,10.15,33.825,0.0,89.15,113.5,2.4,1.0,9.774999999999999,0.0
01-08,izmir-buca,7.0,0.5,10.15,32.725,0.0,85.675,101.17500000000001,2.6,1.0,9.9,0.0
01-08,izmir-cesme,14.0,1.25,14.4,32.224999999999994,0.0,70.6,141.75,6.5,1.0,13.475,0.0
01-08,izmir-cigli,5.25,2.0,11.6,37.175,0.0,78.125,128.9,4.075,1.0,10.825,0.0
01-08,izmir-dikili,9.5,0.0,12.0,55.675,0.0,80.45,130.425,3.425,1.0,11.35,0.0
01-08,izmir-foca,5.25,0.0,13.35,44.075,0.0,75.925,135.4,6.25,1.0,12.725,0.0
01-08,izmir-gaziemir,1.75,0.0,9.925,35.225,0.0,84.6,195.05,2.375,1.0,9.65,0.0
01-08,izmir-guzelbahce,4.0,0.0,15.4,38.3,0.0,60.7,205.8,8.3,1.0,13.7,0.0
01-08,izmir-karabaglar,7.5,0.0,10.875,32.35,0.0,83.025,103.425,2.625,1.0,10.875,0.0
01-08,izmir-karaburun,6.75,0.75,13.65,46.45,0.0,77.2,147.2,4.775,1.0,13.175,0.0
01-08,izmir-karsiyaka,5.0,1.75,11.525,32.45,0.0,82.6,108.5,2.7750000000000004,1.0,11.375,0.0
01-08,izmir-kemalpasa,8.5,1.75,9.45,49.25,0.0,92.15,150.35,1.875,1.0,9.15,0.0
01-08,izmir-kinik,1.3333333333333333,1.0,9.6,31.400000000000002,0.0,79.86666666666667,147.66666666666666,2.033333333333333,1.0,9.1,0.0
01-08,izmir-kiraz,9.5,0.5,8.575,44.025,0.0,91.775,99.525,1.225,1.0,8.1,0.0
01-08,izmir-konak,8.5,0.5,11.75,32.300000000000004,0.0,83.175,105.95,2.675,1.0,11.8,0.0
01-08,izmir-menderes,8.75,1.25,9.55,40.349999999999994,0.0,88.15,198.525,2.075,1.0,9.25,0.0
01-08,izmir-menemen,8.0,0.25,10.55,38.175,0.0,83.15,118.275,2.725,1.0,10.025,0.0
01-08,izmir-narlidere,3.0,0.3333333333333333,13.033333333333333,19.466666666666665,0.0,73.2,132.53333333333333,3.3000000000000003,1.0,12.700000000000001,0.0
01-08,izmir-odemis,17.0,1.0,8.2,44.05,0.0,82.05,43.7,1.6,1.0,7.925,0.0
01-08,izmir-seferihisar,8.0,0.25,12.875,27.15,0.0,75.9,117.725,4.8,1.0,12.45,0.0
01-08,izmir-selcuk,3.0,0.0,10.675,45.2,0.0,85.575,114.375,2.5,1.0,10.275,0.0
01-08,izmir-tire,10.75,0.75,9.9,42.05,0.0,83.65,130.325,1.4500000000000002,1.0,9.775,0.0
01-08,izmir-torbali,13.5,1.0,9.45,43.0,0.0,86.15,165.775,1.4,1.0,9.175,0.0
01-08,izmir-urla,10.75,0.5,12.275,31.625,0.0,77.375,132.25,4.525,1.0,11.525,0.0
01-08,manisa-ahmetli,3.5,0.0,6.5,18.55,0.0,77.0,149.25,1.7999999999999998,1.0,5.9,0.0
01-08,manisa-akhisar,11.0,1.25,7.8,25.9,0.0,89.075,91.89999999999999,2.075,1.0,7.725,0.0
01-08,manisa-alasehir,12.5,0.75,9.575,40.199999999999996,0.0,84.85,158.925,1.125,1.0,9.65,0.0
01-08,manisa-demirci,2.3333333333333335,0.3333333333333333,5.7,67.66666666666667,0.0,92.76666666666667,146.1,2.1333333333333333,1.0,4.133333333333334,0.0
01-08,manisa-golmarmara,1.3333333333333333,0.3333333333333333,9.466666666666667,53.4,0.0,84.63333333333333,102.53333333333335,1.8666666666666665,1.0,9.366666666666667,0.0
01-08,manisa-gordes,3.75,0.75,5.5,44.075,0.0,86.95,92.925,2.025,1.0,4.475,0.0
01-08,manisa-kirkagac,2.3333333333333335,0.3333333333333333,9.566666666666668,42.5,0.0,93.89999999999999,139.66666666666666,1.7666666666666666,1.0,9.333333333333334,0.0
01-08,manisa-koprubasi,3.0,0.3333333333333333,8.1,23.633333333333336,0.0,95.43333333333334,94.46666666666665,1.1,1.0,8.1,0.0
01-08,manisa-kula,3.75,0.5,7.25,33.45,0.0,81.075,143.025,2.0,1.0,6.425,0.0
01-08,manisa-salihli,18.0,1.5,10.25,48.5,0.0,78.975,134.05,1.175,1.0,10.35,0.0
01-08,manisa-sarigol,6.0,0.0,9.8,51.075,0.0,83.275,158.9,1.3,1.0,9.85,0.0
01-08,manisa-saruhanli,6.0,0.5,9.1,33.825,0.0,85.575,137.125,1.1749999999999998,1.0,9.15,0.0
01-08,manisa-sehzadeler,10.75,0.5,9.625,38.0,0.0,85.97500000000001,170.1,1.175,1.0,9.675,0.0
01-08,manisa-selendi,2.25,0.0,6.775,40.275,0.0,91.0,89.675,1.725,1.0,6.1,0.0
01-08,manisa-soma,2.75,0.0,8.775,38.525,0.0,94.7,108.425,1.5,1.0,8.25,0.0
01-08,manisa-turgutlu,8.25,0.75,9.15,49.7,0.0,84.025,170.04999999999998,2.075,1.0,8.6,0.0
01-08,manisa-yunusemre,18.75,0.75,9.775,38.15,0.0,85.65,170.825,1.225,1.0,9.8,0.0
01-09,izmir-aliaga,4.75,0.75,11.425,47.275000000000006,0.0,84.375,117.7,3.15,7.05,10.9,0.0
01-09,izmir-balcova,2.0,0.0,12.133333333333333,44.26666666666667,0.0,82.8,103.53333333333332,2.6999999999999997,4.966666666666667,12.200000000000001,0.0
01-09,izmir-bayindir,5.0,0.0,9.725000000000001,52.575,0.0,85.1,87.5,1.625,2.2,9.45,0.0
01-09,izmir-bayrakli,6.0,1.0,11.0,50.375,0.0,88.5,113.82499999999999,2.6500000000000004,4.0,10.7,0.0
01-09,izmir-bergama,5.5,1.25,8.65,65.775,0.0,87.9,152.4,1.2500000000000002,1.0,8.225,0.0
01-09,izmir-beydag,1.0,0.0,4.8,0.0,0.0,82.3,117.6,1.4,1.0,3.9,0.0
01-09,izmir-bornova,8.5,0.75,10.2,49.3,0.0,90.52499999999999,116.45,2.525,4.775,9.75,0.0
01-09,izmir-buca,6.5,1.0,10.15,56.675,0.0,87.775,112.225,2.6,2.2,10.024999999999999,0.0
01-09,izmir-cesme,7.0,1.5,13.7,46.849999999999994,0.0,77.975,132.225,6.2,16.3,13.275,0.0
01-09,izmir-cigli,2.75,1.25,11.275,39.0,0.0,85.375,94.7,3.475,7.675,10.9,0.0
01-09,izmir-dikili,5.75,0.75,11.375,55.475,0.0,85.6,121.65,3.5,6.575,10.9,0.0
01-09,izmir-foca,4.5,0.25,12.325,44.95,0.0,85.575,126.5,5.475,8.15,11.6,0.0
01-09,izmir-gaziemir,4.333333333333333,1.3333333333333333,8.866666666666667,63.20000000000001,0.0,86.53333333333335,209.4,1.7333333333333334,3.766666666666667,8.233333333333334,0.0
01-09,izmir-guzelbahce,1.6666666666666667,0.0,12.033333333333333,21.46666666666667,0.0,86.96666666666665,113.46666666666665,4.833333333333333,1.0,11.666666666666666,0.0
01-09,izmir-karabaglar,6.0,0.5,10.775,54.324999999999996,0.0,85.825,114.1,2.7,2.725,10.8,0.0
01-09,izmir-karaburun,4.75,0.75,12.65,36.8,0.0,85.925,134.45,4.5,15.775,12.675,0.0
01-09,izmir-karsiyaka,3.25,1.0,11.524999999999999,48.925,0.0,85.17500000000001,110.2,2.8249999999999997,3.85,11.4,0.0
01-09,izmir-kemalpasa,6.0,0.3333333333333333,9.933333333333334,33.6,0.0,93.03333333333335,142.9333333333333,1.8333333333333333,1.0,9.633333333333333,0.0
01-09,izmir-kinik,2.6666666666666665,2.0,7.833333333333333,47.633333333333326,0.0,88.06666666666666,111.83333333333333,1.1666666666666667,1.0,7.300000000000001,0.0
01-09,izmir-kiraz,3.5,0.75,8.475000000000001,34.974999999999994,0.0,89.075,86.675,1.625,1.425,7.800000000000001,0.0
01-09,izmir-konak,12.25,0.75,11.7,52.625,0.0,85.725,113.44999999999999,2.75,2.95,11.775,0.0
01-09,izmir-menderes,8.5,1.5,9.425,57.724999999999994,0.0,92.875,188.05,1.8250000000000002,5.2,9.175,0.0
01-09,izmir-menemen,10.0,0.75,10.1,40.3,0.0,90.65,100.85,2.5,10.65,9.6,0.0
01-09,izmir-narlidere,2.3333333333333335,1.6666666666666667,11.5,51.73333333333333,0.0,82.5,99.46666666666665,2.466666666666667,7.433333333333334,11.566666666666668,0.0
01-09,izmir-odemis,10.0,1.25,8.100000000000001,39.3,0.0,79.625,50.3,1.425,3.725,7.85,0.0
01-09,izmir-seferihisar,4.25,0.25,12.1,38.975,0.0,86.9,97.325,4.15,23.775,11.774999999999999,0.0
01-09,izmir-selcuk,1.3333333333333333,1.6666666666666667,9.833333333333334,20.900000000000002,0.0,92.5,99.73333333333333,1.8333333333333333,1.0,9.633333333333333,0.0
01-09,izmir-tire,4.75,0.0,9.2,48.45,0.0,88.225,141.0,1.225,1.95,9.325,0.0
01-09,izmir-torbali,7.5,0.25,9.35,44.7,0.0,89.325,76.325,1.3,1.875,9.475,0.0
01-09,izmir-urla,6.25,0.75,11.5,34.975,0.0,87.7,115.175,4.2,14.575,11.175,0.0
01-09,manisa-ahmetli,1.75,0.25,5.75,24.75,0.0,88.125,149.675,2.025,1.0,4.8,0.0
01-09,manisa-akhisar,12.0,0.75,7.625,35.125,0.0,88.675,89.525,1.6,1.0,7.475,0.0
01-09,manisa-alasehir,5.25,0.5,8.625,37.575,0.0,87.15,152.325,1.35,1.0,8.725,0.0
01-09,manisa-demirci,1.5,0.5,3.925,30.85,0.0,88.75,100.10000000000001,1.45,1.0,2.825,0.0
01-09,manisa-golmarmara,1.0,0.0,9.3,54.5,0.0,86.2,71.8,1.5,2.6,8.8,0.0
01-09,manisa-gordes,4.5,0.25,5.5,41.95,0.0,84.575,56.925,1.2,1.0,5.125,0.0
01-09,manisa-kirkagac,3.5,0.5,7.8,37.15,0.0,94.7,141.79999999999998,0.95,1.0,7.85,0.0
01-09,manisa-koprubasi,3.3333333333333335,0.3333333333333333,6.166666666666667,27.566666666666666,0.0,98.76666666666667,78.60000000000001,1.4666666666666668,1.0,5.3999999999999995,0.0
01-09,manisa-kula,2.25,0.5,6.0,25.125,0.0,82.125,134.8,2.25,1.0,4.824999999999999,0.0
01-09,manisa-salihli,9.5,2.0,9.55,39.125,0.0,76.675,142.875,1.325,1.0,9.475,0.0
01-09,manisa-sarigol,5.0,0.0,5.65,39.65,0.0,91.5,149.25,1.05,1.0,5.5,0.0
01-09,manisa-saruhanli,3.0,1.5,8.899999999999999,41.925,0.0,85.675,85.725,0.9500000000000001,1.9,9.025,0.0
01-09,manisa-sehzadeler,6.5,0.25,9.475,44.7,0.0,87.975,181.475,0.85,4.425,9.6,0.0
01-09,manisa-selendi,2.6666666666666665,0.0,5.6000000000000005,28.0,0.0,90.73333333333333,70.8,1.8666666666666665,1.0,4.3999999999999995,0.0
01-09,manisa-soma,5.25,1.0,8.025,36.35,0.0,97.475,100.7,1.475,1.0,7.65,0.0
01-09,manisa-turgutlu,7.5,1.0,10.075,37.65,0.0,77.69999999999999,170.2,1.475,3.65,10.024999999999999,0.0
01-09,manisa-yunusemre,9.25,0.75,9.625,44.675000000000004,0.0,87.92500000000001,181.14999999999998,0.85,4.975,9.75,0.0
01-10,izmir-aliaga,6.5,0.25,10.975,74.975,0.0,74.2,117.55,5.9,1.0,9.1,0.0
01-10,izmir-balcova,2.0,0.0,9.266666666666667,62.06666666666666,0.0,78.33333333333333,108.76666666666667,3.1,1.0,7.800000000000001,0.0
01-10,izmir-bayindir,4.75,0.0,9.0,64.55,0.0,82.35,43.125,2.05,1.0,8.15,0.0
01-10,izmir-bayrakli,2.75,0.25,10.75,69.075,0.0,79.19999999999999,107.2,3.675,1.0,9.475,0.0
01-10,izmir-bergama,8.75,0.25,8.45,72.175,0.0,77.825,91.2,2.4749999999999996,6.025,7.55,0.0
01-10,izmir-beydag,1.6666666666666667,0.0,9.200000000000001,38.93333333333334,0.0,91.63333333333333,197.13333333333333,1.3333333333333333,1.0,9.033333333333333,0.0
01-10,izmir-bornova,10.25,3.0,10.075,70.9,0.0,80.075,108.05,3.55,1.0,8.65,0.0
01-10,izmir-buca,6.0,1.25,9.725,71.05,0.0,79.175,110.0,3.35,1.0,8.4,0.0
01-10,izmir-cesme,11.75,1.25,13.275,69.4,0.0,75.55,121.35,8.35,1.0,11.85,0.0
01-10,izmir-cigli,4.5,0.0,10.875,53.775000000000006,0.0,76.375,110.57499999999999,4.125,1.0,9.6,0.0
01-10,izmir-dikili,5.0,0.25,10.925,72.9,0.0,74.725,104.4,4.3,1.0,9.55,0.0
01-10,izmir-foca,3.25,0.75,11.875,73.675,0.0,78.4,122.89999999999999,7.050000000000001,1.0,10.6,0.0
01-10,izmir-gaziemir,2.0,1.5,8.925,69.95,0.0,80.5,112.55,2.875,1.0,7.775,0.0
01-10,izmir-guzelbahce,2.5,0.25,11.149999999999999,56.0,0.0,80.275,117.7,4.9,1.0,10.375,0.0
01-10,izmir-karabaglar,7.5,0.0,9.95,64.125,0.0,78.95,115.0,3.475,1.0,8.625,0.0
01-10,izmir-karaburun,5.25,0.0,12.299999999999999,71.625,0.0,83.525,128.1,5.625,1.0,11.35,0.0
01-10,izmir-karsiyaka,2.6666666666666665,2.3333333333333335,11.466666666666667,79.43333333333334,0.0,79.10000000000001,102.3,3.9,1.0,10.366666666666667,0.0
